	County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
2836	Charles City	VA	39	10.4	10.1	0.0	769.0	665.0
2837	Charlotte	VA	26	16.0	4.6	10.5	1472.0	1677.0
2838	Chesterfield	VA	679	6.7	6.0	11.3	10210.0	4643.0
2839	Clarke	VA	80	6.7	2.8	15.5	1209.0	1246.0
2840	Craig	VA	16	9.6	10.5	18.4	532.0	474.0
2841	Culpeper	VA	112	9.2	4.6	17.7	2389.0	1573.0
2842	Cumberland	VA	31	14.2	4.4	14.7	1010.0	910.0
2843	Dickenson	VA	49	18.4	10.0	19.3	1684.0	1873.0
2844	Dinwiddie	VA	50	10.4	4.6	20.5	2455.0	2143.0
2845	Essex	VA	41	12.5	12.2	16.7	1089.0	1245.0
2846	Fairfax	VA	2548	5.8	4.7	7.3	43498.0	12822.0
2847	Fauquier	VA	100	5.8	4.0	11.0	3504.0	2086.0
2848	Floyd	VA	38	11.4	4.6	11.8	1446.0	1431.0
2849	Fluvanna	VA	86	6.5	3.7	11.0	2342.0	1418.0
2850	Franklin	VA	73	11.5	8.3	15.2	2637.0	2158.0
2851	Frederick	VA	167	6.7	4.3	11.5	3935.0	2072.0
2852	Giles	VA	48	10.8	9.3	19.0	2006.0	2050.0
2853	Gloucester	VA	174	9.0	8.1	11.6	1979.0	1513.0
2854	Goochland	VA	68	7.2	7.4	9.5	1785.0	1381.0
2855	Grayson	VA	37	14.9	6.6	15.9	1698.0	2047.0
2856	Greene	VA	111	8.0	5.4	12.3	2259.0	1020.0
2857	Greensville	VA	38	16.2	9.9	10.8	1118.0	948.0
2858	Halifax	VA	44	16.3	8.1	13.1	2215.0	2396.0
2859	Hanover	VA	206	5.3	3.5	10.9	5409.0	3192.0
2860	Henrico	VA	1179	7.9	8.0	11.9	11013.0	6989.0
2861	Henry	VA	148	13.5	8.5	19.0	3190.0	2964.0
2862	Highland	VA	6	11.7	0.0	0.0	159.0	348.0
2863	Isle of Wight	VA	106	9.3	5.2	14.4	1719.0	1385.0
2864	James City	VA	402	7.2	6.9	7.0	2475.0	1918.0
2865	King and Queen	VA	21	11.6	1.6	15.2	735.0	765.0
2866	King George	VA	115	7.0	7.8	17.7	2425.0	1180.0
2867	King William	VA	53	7.1	9.9	7.7	1786.0	1190.0
2868	Lancaster	VA	87	13.3	6.2	10.8	1065.0	2046.0
2869	Lee	VA	54	21.4	7.9	18.6	2565.0	3037.0
2870	Loudoun	VA	492	3.7	4.2	10.2	12465.0	2212.0
2871	Louisa	VA	60	10.2	6.8	17.8	3120.0	2454.0
2872	Lunenburg	VA	31	17.2	14.3	13.8	1161.0	1459.0
2873	Madison	VA	42	9.4	7.8	13.4	1305.0	1232.0
2874	Mathews	VA	107	8.7	7.3	10.5	758.0	1337.0
2875	Mecklenburg	VA	52	15.3	9.0	12.7	1785.0	2056.0
2876	Middlesex	VA	81	11.5	4.6	11.8	734.0	1384.0
2877	Montgomery	VA	217	15.1	5.2	8.1	4043.0	2569.0
2878	Nelson	VA	32	11.2	5.6	17.7	1578.0	1646.0
2879	New Kent	VA	77	5.6	9.0	20.7	1472.0	952.0
2880	Northampton	VA	65	18.0	9.0	7.2	1606.0	1988.0
2881	Northumberland	VA	67	12.2	9.6	12.5	1052.0	1724.0
2882	Nottoway	VA	49	17.2	13.7	13.2	1780.0	2176.0
2883	Orange	VA	89	8.6	7.2	14.7	3065.0	2802.0
2884	Page	VA	77	11.9	8.5	12.6	2597.0	2431.0
2885	Patrick	VA	40	14.1	6.6	21.0	1836.0	2113.0
2886	Pittsylvania	VA	64	12.4	8.0	16.9	3620.0	3040.0
2887	Powhatan	VA	102	5.9	5.7	11.0	2522.0	1309.0
2888	Prince Edward	VA	58	18.3	14.6	8.2	2130.0	2151.0
2889	Prince George	VA	138	9.3	8.9	12.2	1905.0	832.0
2890	Prince William	VA	1032	6.1	6.8	7.8	17032.0	3553.0
2891	Pulaski	VA	109	13.0	7.1	18.9	1831.0	2062.0
2892	Rappahannock	VA	27	7.4	5.6	13.5	772.0	658.0
2893	Richmond	VA	48	15.5	6.9	16.5	793.0	1143.0
2894	Roanoke	VA	351	6.9	6.2	13.2	4650.0	4325.0
2895	Rockbridge	VA	35	9.8	3.8	13.7	1955.0	1919.0
2896	Rockingham	VA	84	9.0	6.0	9.2	4360.0	2824.0
2897	Russell	VA	61	16.7	4.5	21.3	1544.0	1636.0
2898	Scott	VA	43	15.3	9.3	27.2	2371.0	3023.0
2899	Shenandoah	VA	77	8.9	3.8	17.1	2095.0	1975.0
2900	Smyth	VA	72	14.8	6.3	14.4	1752.0	2012.0
2901	Southampton	VA	29	13.9	7.0	11.2	1755.0	1782.0
2902	Spotsylvania	VA	291	6.0	6.0	11.7	7122.0	2885.0
2903	Stafford	VA	436	5.0	5.0	9.2	7144.0	2195.0
2904	Surry	VA	25	10.9	11.1	0.0	717.0	713.0
2905	Sussex	VA	25	17.0	6.6	15.2	1191.0	1382.0
2906	Tazewell	VA	86	15.5	9.4	20.2	2329.0	2747.0
2907	Warren	VA	166	9.6	5.4	12.9	2215.0	1494.0
2908	Washington	VA	93	12.2	4.7	15.3	2741.0	2693.0
2909	Westmoreland	VA	75	13.8	12.7	12.4	1854.0	2131.0
2910	Wise	VA	104	19.4	8.1	21.5	2477.0	2350.0
2911	Wythe	VA	61	12.7	4.8	18.4	1651.0	1723.0
2912	York	VA	585	5.0	6.3	7.9	3178.0	1632.0
2913	Alexandria City	VA	8915	8.8	5.9	8.5	7852.0	2432.0
2914	Bedford City	VA	901	15.8	6.7	18.9	796.0	1203.0
2915	Bristol City	VA	1344	16.4	4.8	17.3	1648.0	2551.0
2916	Buena Vista City	VA	942	11.6	8.9	0.0	770.0	857.0
2917	Charlottesville City	VA	3941	17.8	7.4	11.6	2553.0	1737.0
2918	Chesapeake City	VA	643	9.1	11.5	7.9	8349.0	4221.0
2919	Colonial Heights City	VA	2349	7.4	6.7	13.8	2847.0	2044.0
2920	Covington City	VA	1094	12.7	6.6	0.0	834.0	1031.0
2921	Danville City	VA	1072	19.3	10.1	19.3	2861.0	3768.0
2922	Emporia City	VA	811	16.4	13.6	0.0	735.0	1109.0
2923	Fairfax City	VA	3481	5.5	6.7	13.2	3271.0	2080.0
2924	Falls Church City	VA	5418	3.0	5.4	9.4	1866.0	790.0
2925	Franklin City	VA	1029	17.3	9.8	11.3	1154.0	1332.0
2926	Fredericksburg City	VA	1971	14.1	9.1	15.1	3936.0	2179.0
2927	Galax City	VA	811	17.9	5.3	19.5	1023.0	1212.0
2928	Hampton City	VA	2811	13.1	11.6	8.5	5611.0	3410.0
2929	Harrisonburg City	VA	2303	17.9	5.9	10.4	2382.0	1298.0
2930	Hopewell City	VA	2216	16.4	10.5	14.4	3525.0	2654.0
2931	Lexington City	VA	2721	16.1	0.0	0.0	558.0	767.0
2932	Lynchburg City	VA	1356	17.5	9.2	11.0	4221.0	4057.0
2933	Manassas City	VA	3783	7.5	4.5	0.0	3593.0	959.0
2934	Manassas Park City	VA	4667	6.5	6.3	0.0	1915.0	347.0
2935	Martinsville City	VA	1362	17.9	2.4	19.9	1907.0	2598.0
2936	Newport News City	VA	2634	14.0	11.7	10.1	9587.0	4220.0
2937	Norfolk City	VA	4317	19.8	11.0	12.6	12143.0	6226.0
2938	Norton City	VA	488	18.1	0.0	0.0	426.0	506.0
2939	Petersburg City	VA	1425	18.5	12.6	9.1	2706.0	2471.0
2940	Poquoson City	VA	761	4.8	6.5	12.8	1267.0	986.0
2941	Portsmouth City	VA	3021	16.5	14.2	13.4	4726.0	3254.0
2942	Radford City	VA	1484	18.5	6.8	19.1	1317.0	1023.0
2943	Richmond City	VA	3226	20.2	14.8	11.5	9287.0	6989.0
2944	Roanoke City	VA	2160	16.9	10.5	16.1	6456.0	6277.0
2945	Salem City	VA	1690	8.4	7.6	11.2	2528.0	3045.0
2946	Staunton City	VA	1184	13.1	6.6	14.5	2527.0	2964.0
2947	Suffolk City	VA	197	11.4	10.3	9.5	5061.0	3196.0
2948	Virginia Beach City	VA	1766	8.0	7.1	9.8	18786.0	7655.0
2949	Waynesboro City	VA	1385	13.1	8.1	19.7	2731.0	2330.0
2950	Williamsburg City	VA	1376	17.5	11.2	16.4	1192.0	1288.0
2951	Winchester City	VA	2692	12.0	8.0	15.8	3336.0	2628.0
2952	Adams	WA	9	15.8	7.9	7.6	3202.0	1095.0
2953	Asotin	WA	33	14.5	7.7	18.0	2593.0	2132.0
2954	Benton	WA	93	10.1	5.8	12.8	6573.0	3058.0
2955	Chelan	WA	24	12.6	5.1	9.9	4735.0	2858.0
2956	Clallam	WA	40	11.9	4.6	18.0	3045.0	3968.0
2957	Clark	WA	643	10.5	5.4	13.8	15927.0	7314.0
2958	Columbia	WA	5	11.9	0.0	0.0	406.0	519.0
2959	Cowlitz	WA	85	13.7	7.3	14.8	6183.0	4646.0
2960	Douglas	WA	19	11.9	2.3	12.9	2202.0	1229.0
2961	Ferry	WA	3	16.6	8.9	19.8	758.0	615.0
2962	Franklin	WA	51	15.3	5.6	8.7	5848.0	1470.0
2963	Garfield	WA	3	11.3	0.0	0.0	194.0	304.0
2964	Grant	WA	30	15.8	4.7	9.7	6951.0	2731.0
2965	Grays Harbor	WA	37	15.0	5.5	18.1	4015.0	3947.0
2966	Island	WA	380	8.3	4.7	10.0	4636.0	2797.0
2967	Jefferson	WA	16	11.0	4.8	9.7	1046.0	1392.0
2968	King	WA	844	9.4	4.9	10.6	66179.0	34777.0
2969	Kitsap	WA	608	9.2	6.4	11.5	8916.0	5391.0
2970	Kittitas	WA	16	13.4	7.1	10.0	1826.0	1245.0
2971	Klickitat	WA	11	14.5	4.3	19.4	2328.0	1617.0
2972	Lewis	WA	30	13.5	6.8	19.1	4431.0	3801.0
2973	Lincoln	WA	4	11.5	5.4	13.4	1028.0	1110.0
2974	Mason	WA	57	11.9	5.9	14.2	2713.0	2546.0
2975	Okanogan	WA	8	18.7	4.3	15.8	2552.0	1853.0
2976	Pacific	WA	23	13.7	6.7	20.0	2010.0	2820.0
2977	Pend Oreille	WA	9	15.0	10.7	18.0	1253.0	1110.0
2978	Pierce	WA	449	10.7	7.1	13.4	30093.0	16354.0
2979	San Juan	WA	87	8.5	2.3	11.1	993.0	1072.0
2980	Skagit	WA	65	11.5	5.5	16.6	6912.0	4874.0
2981	Skamania	WA	6	10.9	5.7	17.3	965.0	669.0
2982	Snohomish	WA	314	9.4	5.3	12.3	25627.0	12237.0
2983	Spokane	WA	250	12.8	6.4	14.5	16475.0	11061.0
2984	Stevens	WA	17	14.6	4.0	15.0	2228.0	1834.0
2985	Thurston	WA	315	9.0	6.0	13.2	7650.0	4959.0
2986	Wahkiakum	WA	15	8.9	0.0	23.6	325.0	479.0
2987	Walla Walla	WA	45	14.0	4.9	16.0	3465.0	2663.0
2988	Whatcom	WA	87	13.0	3.9	15.5	5935.0	3844.0
2989	Whitman	WA	19	15.8	5.9	11.5	2036.0	1126.0
2990	Yakima	WA	54	17.9	6.7	12.6	12363.0	5306.0
2991	Barbour	WV	46	19.4	8.1	15.2	1651.0	1909.0
2992	Berkeley	WV	291	11.6	9.7	13.8	5438.0	3329.0
2993	Boone	WV	51	18.4	6.6	11.3	1672.0	1505.0
2994	Braxton	WV	29	19.9	7.4	12.4	1504.0	1655.0
2995	Brooke	WV	276	11.7	4.3	15.3	1168.0	1618.0
2996	Cabell	WV	334	17.6	7.5	11.8	5832.0	5949.0
2997	Calhoun	WV	26	21.5	7.0	14.8	792.0	936.0
2998	Clay	WV	30	22.5	6.8	15.1	1312.0	1188.0
2999	Doddridge	WV	23	18.1	2.9	14.9	760.0	832.0
3000	Fayette	WV	71	20.2	6.0	12.4	2848.0	3094.0
3001	Gilmer	WV	20	19.6	6.7	18.5	667.0	839.0
3002	Grant	WV	24	14.4	10.1	18.5	1312.0	1146.0
3003	Greenbrier	WV	34	16.1	6.4	14.9	1864.0	2206.0
3004	Hampshire	WV	34	14.1	5.1	13.9	2186.0	1941.0
3005	Hancock	WV	379	10.8	8.0	12.9	1749.0	2115.0
3006	Hardy	WV	23	12.9	5.4	16.7	1435.0	1351.0
3007	Harrison	WV	164	16.7	7.8	12.4	3994.0	4446.0
3008	Jackson	WV	61	14.9	7.4	18.9	1626.0	1552.0
3009	Jefferson	WV	235	9.3	5.5	12.8	2884.0	1919.0
3010	Kanawha	WV	214	15.2	7.7	15.0	7109.0	7532.0
3011	Lewis	WV	45	16.9	9.4	21.4	1915.0	2236.0
3012	Lincoln	WV	51	21.4	14.8	14.8	2775.0	2450.0
3013	Logan	WV	80	21.0	10.8	12.8	2318.0	2454.0
3014	McDowell	WV	45	32.4	11.7	18.1	1536.0	1981.0
3015	Marion	WV	182	16.2	7.9	10.0	3033.0	3736.0
3016	Marshall	WV	112	14.9	7.9	15.4	1768.0	1942.0
3017	Mason	WV	60	17.2	5.5	16.6	1461.0	1508.0
3018	Mercer	WV	146	18.8	7.7	18.5	3743.0	4157.0
3019	Mineral	WV	82	13.9	10.8	16.1	1480.0	1517.0
3020	Mingo	WV	64	24.7	8.9	13.9	1916.0	1665.0
3021	Monongalia	WV	234	15.3	5.3	12.7	4349.0	3188.0
3022	Monroe	WV	29	14.8	9.3	9.3	1342.0	1445.0
3023	Morgan	WV	70	11.3	8.2	19.3	1460.0	1619.0
3024	Nicholas	WV	41	19.2	7.3	15.6	1374.0	1500.0
3025	Ohio	WV	425	14.6	9.5	11.9	2425.0	3113.0
3026	Pendleton	WV	11	12.5	3.8	12.9	891.0	921.0
3027	Pleasants	WV	56	12.2	4.1	14.2	835.0	845.0
3028	Pocahontas	WV	9	15.7	12.2	22.6	932.0	1135.0
3029	Preston	WV	46	16.1	10.6	11.5	1516.0	1717.0
3030	Putnam	WV	157	9.7	7.4	14.9	3104.0	2241.0
3031	Raleigh	WV	130	18.0	6.6	17.9	4368.0	4673.0
3032	Randolph	WV	27	17.4	10.0	15.9	1607.0	1741.0
3033	Ritchie	WV	23	16.1	10.0	11.6	1118.0	1355.0
3034	Roane	WV	32	19.9	4.7	13.8	1657.0	1801.0
3035	Summers	WV	38	22.4	13.2	18.8	1187.0	1840.0
3036	Taylor	WV	94	17.2	13.2	12.7	1588.0	1900.0
3037	Tucker	WV	17	14.8	3.3	0.0	670.0	891.0
3038	Tyler	WV	36	15.5	8.2	13.3	952.0	1182.0
3039	Upshur	WV	67	18.8	8.5	12.2	2613.0	2611.0
3040	Wayne	WV	83	17.3	6.9	11.6	2477.0	2308.0
3041	Webster	WV	18	24.1	8.1	15.3	973.0	1185.0
3042	Wetzel	WV	48	16.4	8.8	15.4	2037.0	2190.0
3043	Wirt	WV	25	16.7	5.5	0.0	603.0	545.0
3044	Wood	WV	237	14.0	6.8	11.3	5036.0	5063.0
3045	Wyoming	WV	49	21.6	8.4	11.1	1432.0	1443.0
3046	Adams	WI	32	11.0	9.3	18.2	1674.0	2104.0
3047	Ashland	WI	16	12.0	5.8	8.4	2110.0	1977.0
3048	Barron	WI	53	9.2	4.0	12.8	2503.0	2383.0
3049	Bayfield	WI	10	9.6	7.9	14.2	1412.0	1571.0
3050	Brown	WI	452	8.1	6.0	11.5	9881.0	4745.0
3051	Buffalo	WI	20	7.9	3.6	11.4	1539.0	1380.0
3052	Burnett	WI	20	9.3	7.4	19.0	1482.0	1895.0
3053	Calumet	WI	138	4.8	3.5	7.8	2822.0	1242.0
3054	Chippewa	WI	59	9.0	5.9	13.7	3413.0	2642.0
3055	Clark	WI	28	10.1	5.8	10.0	2567.0	1610.0
3056	Columbia	WI	72	6.2	7.6	14.9	3158.0	2613.0
3057	Crawford	WI	30	10.1	6.2	11.7	1973.0	1802.0
3058	Dane	WI	381	7.9	5.0	11.2	16832.0	8008.0
3059	Dodge	WI	100	6.7	4.4	9.2	4821.0	4356.0
3060	Door	WI	59	7.1	6.4	17.5	1253.0	1564.0
3061	Douglas	WI	34	11.3	6.1	12.0	2474.0	2281.0
3062	Dunn	WI	49	9.4	4.3	9.7	2324.0	1399.0
3063	Eau Claire	WI	148	9.6	3.8	12.5	5563.0	3466.0
3064	Florence	WI	10	8.4	0.0	0.0	426.0	540.0
3065	Fond du Lac	WI	137	6.9	6.2	13.0	5786.0	4491.0
3066	Forest	WI	10	10.0	7.1	16.0	1115.0	1123.0
3067	Grant	WI	43	9.5	5.2	8.1	2697.0	2495.0
3068	Green	WI	60	6.7	4.6	9.3	1970.0	1635.0
3069	Green Lake	WI	54	7.8	4.1	12.2	2168.0	2380.0
3070	Iowa	WI	31	7.1	4.3	15.8	2834.0	1932.0
3071	Iron	WI	9	9.6	12.3	0.0	475.0	922.0
3072	Jackson	WI	20	9.5	9.0	7.3	2088.0	1934.0
3073	Jefferson	WI	142	5.7	3.6	14.6	4726.0	2984.0
3074	Juneau	WI	35	9.6	5.2	12.4	2810.0	2736.0
3075	Kenosha	WI	588	8.8	5.6	13.6	6381.0	3763.0
3076	Kewaunee	WI	61	5.6	3.9	12.3	2292.0	1861.0
3077	La Crosse	WI	241	9.7	4.8	11.7	3760.0	2717.0
3078	Lafayette	WI	26	8.6	8.7	11.8	1787.0	1540.0
3079	Langlade	WI	24	10.2	6.1	10.7	2199.0	2289.0
3080	Lincoln	WI	34	7.2	8.9	20.2	1571.0	1612.0
3081	Manitowoc	WI	139	7.0	7.9	11.0	4435.0	4107.0
3082	Marathon	WI	83	7.2	7.2	10.1	4587.0	2914.0
3083	Marinette	WI	31	8.9	5.7	14.3	2092.0	2572.0
3084	Marquette	WI	33	8.4	9.5	16.7	1522.0	1651.0
3085	Menominee	WI	13	19.3	8.5	0.0	901.0	376.0
3086	Milwaukee	WI	3815	16.2	10.4	11.4	43885.0	26557.0
3087	Monroe	WI	47	10.2	9.0	14.8	2885.0	2031.0
3088	Oconto	WI	38	7.0	5.2	8.2	1930.0	1702.0
3089	Oneida	WI	33	8.1	4.5	11.3	1539.0	1976.0
3090	Outagamie	WI	267	5.6	6.7	9.7	6839.0	3357.0
3091	Ozaukee	WI	371	3.6	4.1	12.2	4409.0	2965.0
3092	Pepin	WI	32	8.1	8.0	0.0	824.0	825.0
3093	Pierce	WI	68	6.4	5.3	9.2	2072.0	1188.0
3094	Polk	WI	48	7.2	6.3	10.0	2372.0	2002.0
3095	Portage	WI	84	8.4	3.1	9.9	3815.0	2217.0
3096	Price	WI	12	9.0	5.3	14.7	1467.0	1996.0
3097	Racine	WI	588	9.3	10.9	11.6	7676.0	4595.0
3098	Richland	WI	31	9.6	6.7	11.7	1992.0	1837.0
3099	Rock	WI	219	8.3	6.3	10.1	6059.0	3954.0
3100	Rusk	WI	17	11.0	8.6	14.7	1708.0	1792.0
3101	St. Croix	WI	107	4.2	6.6	7.7	4692.0	2271.0
3102	Sauk	WI	69	7.6	7.0	16.1	3581.0	2537.0
3103	Sawyer	WI	14	11.2	4.5	15.8	1768.0	1944.0
3104	Shawano	WI	46	8.2	6.8	14.2	2355.0	2262.0
3105	Sheboygan	WI	223	6.6	5.9	13.8	4097.0	3097.0
3106	Taylor	WI	20	8.8	6.8	15.7	2297.0	1879.0
3107	Trempealeau	WI	38	7.9	3.2	12.2	1562.0	1512.0
3108	Vernon	WI	37	10.9	3.1	16.6	1929.0	1557.0
3109	Vilas	WI	26	8.0	8.1	14.1	1764.0	2615.0
3110	Walworth	WI	180	8.0	5.3	11.0	5666.0	4077.0
3111	Washburn	WI	21	9.7	7.0	11.4	1575.0	1846.0
3112	Washington	WI	293	4.6	3.8	9.8	4493.0	2572.0
3113	Waukesha	WI	682	4.1	3.0	8.0	13001.0	8256.0
3114	Waupaca	WI	70	7.4	8.4	10.5	2961.0	3352.0
3115	Waushara	WI	40	9.6	7.6	9.8	2324.0	2487.0
3116	Winnebago	WI	364	7.5	6.1	12.5	5441.0	3870.0
3117	Wood	WI	95	7.8	3.7	11.0	4352.0	3424.0
3118	Albany	WY	7	14.4	3.7	15.6	1881.0	925.0
3119	Big Horn	WY	4	13.2	6.2	21.9	1440.0	1304.0
3120	Campbell	WY	8	7.9	4.7	20.0	2548.0	841.0
3121	Carbon	WY	2	12.2	8.8	27.9	1775.0	1400.0
3122	Converse	WY	3	10.5	7.5	20.7	1486.0	894.0
3123	Crook	WY	2	8.5	0.0	20.8	634.0	481.0
3124	Fremont	WY	4	12.9	9.4	27.2	2440.0	1843.0
3125	Goshen	WY	6	14.6	7.7	15.2	1419.0	1276.0
3126	Hot Springs	WY	2	11.6	0.0	23.9	437.0	627.0
3127	Johnson	WY	2	9.6	0.0	14.0	674.0	739.0
3128	Laramie	WY	32	9.9	6.5	14.4	5807.0	3337.0
3129	Lincoln	WY	4	9.5	6.4	19.8	1907.0	983.0
3130	Natrona	WY	13	12.1	4.9	23.2	4508.0	2938.0
3131	Niobrara	WY	1	14.1	0.0	0.0	254.0	307.0
3132	Park	WY	4	11.7	3.9	17.4	1281.0	1173.0
3133	Platte	WY	4	11.5	5.0	22.2	901.0	983.0
3134	Sheridan	WY	11	11.5	4.8	20.5	1456.0	1455.0
3135	Sublette	WY	1	7.7	8.7	20.4	656.0	467.0
3136	Sweetwater	WY	4	8.6	10.2	27.9	2756.0	1264.0
3137	Teton	WY	5	5.6	3.5	13.1	1931.0	680.0
3138	Uinta	WY	10	10.6	7.0	18.4	3186.0	1060.0
3139	Washakie	WY	4	11.1	9.1	14.1	974.0	844.0
3140	Weston	WY	3	9.9	11.7	15.8	670.0	629.0
